"","descriptive_colnames","colheaders_raw","colheaders_processed","FieldID","instance","array","Path","Category","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"258","phospholipids_in_medium_ldl_f23539_0_0","23539-0.0","f23539_0_0","23539","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23539"
"259","phospholipids_in_medium_ldl_f23539_1_0","23539-1.0","f23539_1_0","23539","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23539"
"260","cholesterol_in_medium_ldl_f23540_0_0","23540-0.0","f23540_0_0","23540","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23540"
"261","cholesterol_in_medium_ldl_f23540_1_0","23540-1.0","f23540_1_0","23540","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23540"
"262","cholesteryl_esters_in_medium_ldl_f23541_0_0","23541-0.0","f23541_0_0","23541","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23541"
"263","cholesteryl_esters_in_medium_ldl_f23541_1_0","23541-1.0","f23541_1_0","23541","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23541"
"264","free_cholesterol_in_medium_ldl_f23542_0_0","23542-0.0","f23542_0_0","23542","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23542"
"265","free_cholesterol_in_medium_ldl_f23542_1_0","23542-1.0","f23542_1_0","23542","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23542"
"266","triglycerides_in_medium_ldl_f23543_0_0","23543-0.0","f23543_0_0","23543","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23543"
"267","triglycerides_in_medium_ldl_f23543_1_0","23543-1.0","f23543_1_0","23543","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23543"
"268","concentration_of_small_ldl_particles_f23544_0_0","23544-0.0","f23544_0_0","23544","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Small LDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Small LDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23544"
"269","concentration_of_small_ldl_particles_f23544_1_0","23544-1.0","f23544_1_0","23544","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Small LDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Small LDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23544"
"270","total_lipids_in_small_ldl_f23545_0_0","23545-0.0","f23545_0_0","23545","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23545"
"271","total_lipids_in_small_ldl_f23545_1_0","23545-1.0","f23545_1_0","23545","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23545"
"272","phospholipids_in_small_ldl_f23546_0_0","23546-0.0","f23546_0_0","23546","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23546"
"273","phospholipids_in_small_ldl_f23546_1_0","23546-1.0","f23546_1_0","23546","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23546"
"274","cholesterol_in_small_ldl_f23547_0_0","23547-0.0","f23547_0_0","23547","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23547"
"275","cholesterol_in_small_ldl_f23547_1_0","23547-1.0","f23547_1_0","23547","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23547"
"276","cholesteryl_esters_in_small_ldl_f23548_0_0","23548-0.0","f23548_0_0","23548","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23548"
"277","cholesteryl_esters_in_small_ldl_f23548_1_0","23548-1.0","f23548_1_0","23548","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23548"
"278","free_cholesterol_in_small_ldl_f23549_0_0","23549-0.0","f23549_0_0","23549","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23549"
"279","free_cholesterol_in_small_ldl_f23549_1_0","23549-1.0","f23549_1_0","23549","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23549"
"280","triglycerides_in_small_ldl_f23550_0_0","23550-0.0","f23550_0_0","23550","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23550"
"281","triglycerides_in_small_ldl_f23550_1_0","23550-1.0","f23550_1_0","23550","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Small LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Small LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small LDL (average diameter 18.7 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23550"
"282","concentration_of_very_large_hdl_particles_f23551_0_0","23551-0.0","f23551_0_0","23551","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Very Large HDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Very Large HDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23551"
"283","concentration_of_very_large_hdl_particles_f23551_1_0","23551-1.0","f23551_1_0","23551","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Very Large HDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Very Large HDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23551"
"284","total_lipids_in_very_large_hdl_f23552_0_0","23552-0.0","f23552_0_0","23552","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23552"
"285","total_lipids_in_very_large_hdl_f23552_1_0","23552-1.0","f23552_1_0","23552","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23552"
"286","phospholipids_in_very_large_hdl_f23553_0_0","23553-0.0","f23553_0_0","23553","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23553"
"287","phospholipids_in_very_large_hdl_f23553_1_0","23553-1.0","f23553_1_0","23553","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23553"
"288","cholesterol_in_very_large_hdl_f23554_0_0","23554-0.0","f23554_0_0","23554","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23554"
"289","cholesterol_in_very_large_hdl_f23554_1_0","23554-1.0","f23554_1_0","23554","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23554"
"290","cholesteryl_esters_in_very_large_hdl_f23555_0_0","23555-0.0","f23555_0_0","23555","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23555"
"291","cholesteryl_esters_in_very_large_hdl_f23555_1_0","23555-1.0","f23555_1_0","23555","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23555"
"292","free_cholesterol_in_very_large_hdl_f23556_0_0","23556-0.0","f23556_0_0","23556","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23556"
"293","free_cholesterol_in_very_large_hdl_f23556_1_0","23556-1.0","f23556_1_0","23556","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23556"
"294","triglycerides_in_very_large_hdl_f23557_0_0","23557-0.0","f23557_0_0","23557","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23557"
"295","triglycerides_in_very_large_hdl_f23557_1_0","23557-1.0","f23557_1_0","23557","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Very Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Very Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large HDL (average diameter 14.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23557"
"296","concentration_of_large_hdl_particles_f23558_0_0","23558-0.0","f23558_0_0","23558","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Large HDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Large HDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23558"
"297","concentration_of_large_hdl_particles_f23558_1_0","23558-1.0","f23558_1_0","23558","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Large HDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Large HDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23558"
"298","total_lipids_in_large_hdl_f23559_0_0","23559-0.0","f23559_0_0","23559","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23559"
"299","total_lipids_in_large_hdl_f23559_1_0","23559-1.0","f23559_1_0","23559","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23559"
"300","phospholipids_in_large_hdl_f23560_0_0","23560-0.0","f23560_0_0","23560","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23560"
"301","phospholipids_in_large_hdl_f23560_1_0","23560-1.0","f23560_1_0","23560","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23560"
"302","cholesterol_in_large_hdl_f23561_0_0","23561-0.0","f23561_0_0","23561","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23561"
"303","cholesterol_in_large_hdl_f23561_1_0","23561-1.0","f23561_1_0","23561","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23561"
"304","cholesteryl_esters_in_large_hdl_f23562_0_0","23562-0.0","f23562_0_0","23562","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23562"
"305","cholesteryl_esters_in_large_hdl_f23562_1_0","23562-1.0","f23562_1_0","23562","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23562"
"306","free_cholesterol_in_large_hdl_f23563_0_0","23563-0.0","f23563_0_0","23563","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23563"
"307","free_cholesterol_in_large_hdl_f23563_1_0","23563-1.0","f23563_1_0","23563","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23563"
"308","triglycerides_in_large_hdl_f23564_0_0","23564-0.0","f23564_0_0","23564","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23564"
"309","triglycerides_in_large_hdl_f23564_1_0","23564-1.0","f23564_1_0","23564","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Large HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Large HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large HDL (average diameter 12.1 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23564"
"310","concentration_of_medium_hdl_particles_f23565_0_0","23565-0.0","f23565_0_0","23565","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Medium HDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Medium HDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23565"
"311","concentration_of_medium_hdl_particles_f23565_1_0","23565-1.0","f23565_1_0","23565","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Medium HDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Medium HDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23565"
"312","total_lipids_in_medium_hdl_f23566_0_0","23566-0.0","f23566_0_0","23566","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Medium HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Medium HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23566"
"313","total_lipids_in_medium_hdl_f23566_1_0","23566-1.0","f23566_1_0","23566","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Medium HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Medium HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23566"
"314","phospholipids_in_medium_hdl_f23567_0_0","23567-0.0","f23567_0_0","23567","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Medium HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Medium HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23567"
"315","phospholipids_in_medium_hdl_f23567_1_0","23567-1.0","f23567_1_0","23567","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Medium HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Medium HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23567"
"316","cholesterol_in_medium_hdl_f23568_0_0","23568-0.0","f23568_0_0","23568","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Medium HDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Medium HDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium HDL (average diameter 10.9 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23568"
